time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452700000	3.64783	18.095	5.09775	3.899	0.457742	lidar	2.87257	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.4965	17.9468	4.8563	3.91643	0.440318	radar	3.64074	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25217	17.7791	4.98219	3.91048	0.402601	lidar	1.16099	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.05814	17.5959	5.14614	3.93334	0.415244	radar	2.02342	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.88871	17.4768	5.05536	3.93855	0.399206	lidar	6.2402	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.73366	17.2613	5.20855	3.98331	0.441481	radar	2.41137	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.55851	17.0694	5.21098	4.00295	0.438503	lidar	0.0154427	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.40305	16.9063	4.92871	4.01026	0.406407	radar	2.36	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24528	16.7361	4.9061	4.02536	0.400842	lidar	0.505485	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07181	16.539	4.85274	4.03541	0.380907	radar	4.57618	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91589	16.31	4.91227	4.06221	0.388541	lidar	2.25208	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77017	16.1336	4.79876	4.07356	0.373705	radar	0.565788	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.55795	15.9678	4.87093	4.05626	0.328189	lidar	1.64814	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.41989	15.7349	5.09261	4.09434	0.367016	radar	2.18339	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.24219	15.5123	5.16136	4.10274	0.353103	lidar	0.60019	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.0831	15.3207	5.08839	4.10714	0.332521	radar	0.988047	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.859691	15.0974	5.22803	4.09291	0.291296	lidar	1.73583	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.722273	14.9197	5.0305	4.09851	0.272	radar	2.42583	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.638663	14.7107	4.9431	4.13807	0.305602	lidar	0.697678	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.516566	14.4675	5.1291	4.17162	0.337075	radar	1.92534	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.336589	14.2408	5.21048	4.16848	0.310597	lidar	0.565612	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.191426	13.9857	5.45592	4.19301	0.332781	radar	1.86191	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.209992	13.7372	5.25884	4.2775	0.421115	lidar	4.58835	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.0965067	13.494	5.33903	4.2989	0.424619	radar	0.427052	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0767645	13.255	5.4136	4.28875	0.383432	lidar	0.968672	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.193237	13.0406	5.19841	4.29334	0.356178	radar	1.50847	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.168396	12.8244	5.0133	4.36538	0.429087	lidar	3.87193	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.278187	12.6001	4.87662	4.36963	0.400859	radar	2.75391	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.40106	12.3684	4.92308	4.36994	0.374671	lidar	0.398826	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.516096	12.1607	4.86505	4.36758	0.345618	radar	3.34892	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.590671	11.949	4.83051	4.38527	0.347033	lidar	0.43068	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.712923	11.7188	4.86303	4.37981	0.316159	radar	2.7438	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.92623	11.4704	5.02097	4.33188	0.231562	lidar	4.45616	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.01688	11.2477	4.85794	4.33671	0.214335	radar	2.00464	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.20566	11.0204	4.96604	4.29853	0.150803	lidar	2.41618	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.29124	10.7712	5.16044	4.32384	0.184653	radar	1.58741	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.42889	10.5115	5.24398	4.31594	0.161698	lidar	0.788252	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.5309	10.2443	5.37933	4.3308	0.175653	radar	1.03766	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61897	10.0354	5.29528	4.34017	0.178154	lidar	2.17763	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.70458	9.80837	5.18331	4.34826	0.173332	radar	0.654724	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76902	9.59328	5.10353	4.36658	0.186947	lidar	0.883216	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.89559	9.33433	5.28019	4.36285	0.175412	radar	2.3181	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.98142	9.03463	5.36701	4.37878	0.182422	lidar	3.804	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05924	8.81728	5.17715	4.38268	0.16853	radar	2.04071	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15528	8.56559	5.20493	4.38574	0.161269	lidar	0.06728	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.29475	8.30479	5.29358	4.36844	0.127141	radar	2.4987	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32461	8.08081	5.1783	4.3997	0.160628	lidar	1.08947	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37145	7.87663	5.04138	4.41774	0.174002	radar	5.45624	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49409	7.62171	5.12674	4.40428	0.144539	lidar	0.724859	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.65602	7.38494	5.05971	4.3623	0.0670853	radar	5.00427	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.76451	7.12935	5.12089	4.35695	0.0549284	lidar	0.327897	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81884	6.89825	5.14948	4.38192	0.0942227	radar	1.8453	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.84327	6.70451	4.97451	4.40956	0.125877	lidar	2.22816	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.8824	6.49742	4.74301	4.42115	0.121687	radar	2.98878	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.93916	6.26569	4.73814	4.43261	0.128314	lidar	0.143365	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.06991	6.00888	4.92791	4.41316	0.0979592	radar	4.237	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16752	5.72363	5.06111	4.4095	0.0843548	lidar	2.09379	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.27813	5.47556	5.00542	4.38679	0.0335492	radar	2.18969	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38566	5.20696	5.11023	4.37797	0.0187523	lidar	0.748473	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45194	4.96128	5.14613	4.3932	0.0453841	radar	0.284647	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.58482	4.66537	5.33914	4.37609	0.0194339	lidar	2.03187	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69611	4.40933	5.29823	4.35508	-0.026786	radar	1.96373	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.84495	4.12271	5.47806	4.33365	-0.0517876	lidar	1.87889	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.9153	3.88773	5.43281	4.35299	-0.00760313	radar	1.5725	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.9771	3.66853	5.29043	4.36226	0.00350366	lidar	0.996849	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06406	3.48109	5.0907	4.34933	-0.0261	radar	4.02855	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15532	3.23792	5.1058	4.34836	-0.0257616	lidar	0.0199085	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.276	2.9751	5.19602	4.33157	-0.0562224	radar	0.720084	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37269	2.69121	5.30936	4.33377	-0.0502364	lidar	1.25529	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45601	2.44462	5.29147	4.34201	-0.0285878	radar	0.245394	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56623	2.16941	5.39311	4.33987	-0.0279052	lidar	0.489423	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67295	1.94312	5.34404	4.31385	-0.0893662	radar	3.98427	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79634	1.65363	5.49531	4.31054	-0.0844661	lidar	1.1542	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91901	1.40087	5.53119	4.29588	-0.1064	radar	0.258754	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97102	1.18852	5.33375	4.30035	-0.102533	lidar	5.50135	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05995	0.991478	5.16012	4.29558	-0.0995549	radar	1.14674	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11536	0.775182	5.04268	4.30034	-0.0935585	lidar	3.74166	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21713	0.453258	5.32663	4.31075	-0.0756614	radar	5.59043	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29005	0.220321	5.25671	4.31316	-0.0714696	lidar	1.55219	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39888	-0.0035137	5.14491	4.31366	-0.050416	radar	5.78089	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46718	-0.234833	5.09734	4.31894	-0.0433395	lidar	1.50746	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58627	-0.397251	4.97858	4.28592	-0.0976551	radar	3.21082	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71969	-0.569869	4.87458	4.25747	-0.13146	lidar	1.9568	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83617	-0.813316	5.11292	4.23962	-0.16708	radar	5.48096	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93507	-1.10406	5.24751	4.25538	-0.130121	lidar	1.85846	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02304	-1.38658	5.31991	4.27313	-0.0931219	radar	2.89599	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16349	-1.59078	5.25912	4.24894	-0.12106	lidar	1.08637	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30528	-1.84465	5.51512	4.22717	-0.159849	radar	2.7915	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41579	-2.10511	5.53842	4.23053	-0.144014	lidar	0.386636	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56538	-2.29892	5.36033	4.20575	-0.163476	radar	3.58952	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.7178	-2.50397	5.31579	4.18143	-0.186611	lidar	0.547793	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87332	-2.7152	5.30262	4.15962	-0.204463	radar	1.08044	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96498	-2.9961	5.37691	4.18337	-0.156366	lidar	2.30763	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09296	-3.21595	5.26344	4.17843	-0.147683	radar	0.365451	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.2177	-3.39868	5.17001	4.16003	-0.166158	lidar	1.51502	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.3635	-3.65445	5.24632	4.16065	-0.150986	radar	4.36698	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52401	-3.77003	5.06189	4.10997	-0.215398	lidar	4.81132	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66949	-3.97948	5.12839	4.09729	-0.220933	radar	0.510564	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82317	-4.21441	5.18075	4.09356	-0.209303	lidar	0.566248	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.9744	-4.43369	5.17994	4.08675	-0.202994	radar	0.407056	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13552	-4.67935	5.25211	4.08626	-0.187729	lidar	1.211	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.2756	-4.87337	5.01714	4.08134	-0.174531	radar	1.92839	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40339	-5.09047	5.02347	4.08514	-0.15759	lidar	0.288162	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55372	-5.24293	4.85301	4.06118	-0.177869	radar	2.85511	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73955	-5.4419	4.90213	4.0413	-0.191181	lidar	1.94029	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90173	-5.6366	4.93709	4.02936	-0.194615	radar	0.280944	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05484	-5.8221	4.92582	4.01894	-0.195794	lidar	0.0435157	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19657	-5.96571	4.75894	4.00016	-0.207437	radar	4.94973	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36914	-6.05739	4.64138	3.95174	-0.260317	lidar	3.45594	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54919	-6.24041	4.75934	3.93705	-0.262999	radar	1.34097	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68449	-6.45898	4.79517	3.95417	-0.222438	lidar	0.911548	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91223	-6.62038	4.9974	3.91442	-0.262432	radar	7.0035	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1174	-6.79368	5.0282	3.89245	-0.27341	lidar	0.705285	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3047	-6.95316	5.05439	3.87338	-0.281333	radar	0.718172	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5379	-7.14614	5.14413	3.85429	-0.28621	lidar	3.77343	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7458	-7.28306	5.11605	3.82393	-0.307675	radar	1.66432	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9957	-7.45431	5.19712	3.79657	-0.32186	lidar	3.43614	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1832	-7.58871	5.04226	3.7778	-0.325604	radar	1.41997	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3257	-7.74699	4.97003	3.78504	-0.296121	lidar	3.20954	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5211	-7.8702	4.91717	3.76162	-0.307774	radar	1.64582	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6957	-7.9732	4.83759	3.73865	-0.318761	lidar	2.74152	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8859	-8.08363	4.67069	3.71543	-0.328648	radar	0.895461	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0955	-8.17226	4.65203	3.67987	-0.353619	lidar	0.446977	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3304	-8.30114	4.96542	3.65926	-0.355591	radar	2.86517	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5341	-8.38522	4.91127	3.62934	-0.371918	lidar	1.51152	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7359	-8.4692	4.71107	3.60052	-0.387117	radar	1.41258	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0176	-8.56149	4.81555	3.55751	-0.416577	lidar	4.45681	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2744	-8.65905	4.98367	3.53031	-0.422635	radar	2.67163	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4949	-8.70914	4.93607	3.49304	-0.443963	lidar	1.63494	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7037	-8.74985	4.6872	3.45308	-0.471413	radar	3.19081	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.926	-8.86543	4.71209	3.45147	-0.442951	lidar	1.19715	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1906	-8.95021	5.01705	3.4333	-0.432306	radar	2.71282	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4142	-9.07196	5.01198	3.44016	-0.395764	lidar	0.860965	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.641	-9.14272	4.90368	3.42087	-0.397251	radar	0.442735	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9336	-9.13812	4.97839	3.35639	-0.454127	lidar	1.74164	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1969	-9.20817	5.0192	3.33925	-0.446994	radar	4.49062	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4621	-9.33269	5.07774	3.35061	-0.403879	lidar	5.33124	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6976	-9.3666	4.8688	3.31953	-0.423789	radar	1.83791	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9512	-9.45419	4.90569	3.31853	-0.398127	lidar	2.11951	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1988	-9.46808	4.84518	3.28269	-0.420881	radar	1.97183	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4474	-9.45893	4.856	3.24089	-0.447236	lidar	0.525113	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6556	-9.46862	4.75306	3.21637	-0.451467	radar	4.77641	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9445	-9.44549	4.85322	3.16829	-0.484003	lidar	1.69204	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1994	-9.50543	4.98467	3.17527	-0.438717	radar	7.97885	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4626	-9.52276	5.01252	3.15744	-0.433671	lidar	0.501778	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7185	-9.51459	4.94323	3.12695	-0.449271	radar	1.662	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9745	-9.47886	4.96754	3.0895	-0.468262	lidar	0.210058	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2138	-9.4473	4.87943	3.05534	-0.486446	radar	0.505228	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4015	-9.50239	4.74514	3.07367	-0.432133	lidar	1.89461	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6379	-9.49228	4.85221	3.06155	-0.413892	radar	1.79979	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8905	-9.47859	4.87205	3.0443	-0.40976	lidar	0.289032	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.12	-9.4413	4.90876	3.02205	-0.408147	radar	3.83267	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3772	-9.30892	4.98131	2.95227	-0.47048	lidar	3.12846	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6076	-9.2357	4.86944	2.91158	-0.499769	radar	1.11533	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8678	-9.10099	4.96433	2.84951	-0.546615	lidar	1.30074	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1099	-8.99252	5.01625	2.80718	-0.564054	radar	4.87716	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2506	-9.1634	4.61869	2.89927	-0.41289	lidar	14.0228	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4896	-9.12588	4.70536	2.8926	-0.390768	radar	1.65471	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7177	-9.01772	4.74519	2.85049	-0.41902	lidar	0.83047	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9612	-8.93795	4.76006	2.82384	-0.429022	radar	2.59915	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1544	-8.87073	4.68955	2.80601	-0.423622	lidar	1.00592	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.387	-8.78788	4.67917	2.78122	-0.431994	radar	1.99602	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5717	-8.77035	4.55133	2.78991	-0.393153	lidar	1.07461	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7537	-8.64981	4.35541	2.73772	-0.448287	radar	5.74565	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9568	-8.56289	4.36272	2.71614	-0.447389	lidar	0.0301933	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1679	-8.45958	4.50545	2.69768	-0.432716	radar	2.36218	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4105	-8.34195	4.60393	2.67074	-0.44062	lidar	1.64511	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5968	-8.23741	4.52362	2.64421	-0.450635	radar	0.727011	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8625	-7.95074	4.86834	2.54654	-0.54581	lidar	6.68067	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0511	-7.80414	4.7318	2.4995	-0.589363	radar	3.30388	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2882	-7.60886	4.89729	2.45438	-0.609723	lidar	2.19968	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4932	-7.45918	5.02557	2.4449	-0.56551	radar	1.79948	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6529	-7.32884	4.91691	2.42565	-0.554011	lidar	0.801905	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8486	-7.15733	4.98751	2.40158	-0.543928	radar	0.846035	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9959	-7.09607	4.73886	2.41078	-0.499199	lidar	2.25932	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1645	-6.9131	4.73475	2.37195	-0.521739	radar	1.94408	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3376	-6.63271	4.94669	2.30433	-0.572718	lidar	2.99427	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5046	-6.45617	4.88746	2.27249	-0.587849	radar	3.48287	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5867	-6.35283	4.61093	2.25732	-0.56826	lidar	5.20013	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7268	-6.16955	4.623	2.22889	-0.565744	radar	0.308603	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
